Incident_ID;Agency;Offense;Street;City;State;Zipcode;Forcible;Date_of_Report;Hour_of_Report;Date_of_Occurrence;Hour_of_Occurrence;Date_Found;Hour_Found;Reported_As;Premise_Description;Weapon_Description;Victim_Age;Victim_Race;Victim_Gender;Latitude;Longitude;geo_point_2d
155961;CHPD;CHECK FRAUD;1505 E FRANKLIN ST;CHAPEL HILL;NC;27514;;2018-03-21;2:09:00 PM;2018-03-20;6:00:00 PM;2018-03-21;9:00:00 AM;FRAUD OR DECEPT;HOTEL/MOTEL;;;;;35.93010441;-79.0339714;35.93010441,-79.0339714
154746;CHPD;CHECK FRAUD;1010 S HAMILTON RD;CHAPEL HILL;NC;27517;;2018-02-15;1:09:00 PM;2018-02-14;10:30:00 AM;2018-02-15;1:09:00 PM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.90655362;-79.02392662;35.90655362,-79.02392662
154029;CHPD;CHECK FRAUD;110 S ELLIOTT RD;CHAPEL HILL;NC;27514;;2018-01-26;11:26:00 AM;2018-01-09;12:30:00 PM;2018-01-26;11:26:00 AM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.9337627;-79.02821745;35.9337627,-79.02821745
154023;CHPD;CHECK FRAUD;110 S ELLIOTT RD;CHAPEL HILL;NC;27514;;2018-01-26;11:26:00 AM;2017-12-22;4:30:00 PM;2018-01-26;11:26:00 AM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.9337627;-79.02821745;35.9337627,-79.02821745
150107;CHPD;CHECK FRAUD;100 N ELLIOTT RD;CHAPEL HILL;NC;27514;;2017-10-05;4:10:00 PM;2017-09-21;12:22:00 PM;2017-10-05;4:10:00 PM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.93502592;-79.02939213;35.93502592,-79.02939213
148310;CHPD;CHECK FRAUD;333 W ROSEMARY ST;CHAPEL HILL;NC;27516;N;2017-08-24;1:44:00 PM;2017-08-21;12:00:00 AM;2017-08-23;12:00:00 AM;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;;23;W;F;35.91201917;-79.0615407;35.91201917,-79.0615407
147898;CHPD;CHECK FRAUD;120 NOLEN LN;CHAPEL HILL;NC;27516;N;2017-08-14;12:20:00 PM;2017-08-09;12:00:00 PM;2017-08-14;12:20:00 PM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;46;W;F;35.88653884;-79.07159166;35.88653884,-79.07159166
144904;CHPD;CHECK FRAUD;122 NOTTINGHAM DR;CHAPEL HILL;NC;27517;N;2017-05-30;1:43:00 PM;2017-05-22;12:00:00 PM;2017-05-26;12:00:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;89;W;M;35.93039698;-79.00463533;35.93039698,-79.00463533
142935;CHPD;CHECK FRAUD;881 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;N;2017-04-12;7:04:00 PM;2017-03-30;12:00:00 AM;2017-04-12;3:00:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;;22;W;F;35.92901444;-79.05447694;35.92901444,-79.05447694
140974;CHPD;CHECK FRAUD;201 S ESTES DR;CHAPEL HILL;NC;27514;N;2017-02-27;5:25:00 PM;2017-02-27;5:25:00 PM;2017-02-27;5:25:00 PM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;31;U;M;35.92757702;-79.03012534;35.92757702,-79.03012534
142020;CHPD;CHECK FRAUD;110 S ELLIOTT RD;CHAPEL HILL;NC;27514;N;2017-03-22;10:23:00 AM;2017-01-24;3:36:00 PM;2017-01-26;12:00:00 AM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.9337627;-79.02821745;35.9337627,-79.02821745
142019;CHPD;CHECK FRAUD;110 SOUTH ELLIOTT RD;CHAPEL HILL;NC;27514;N;2017-03-22;10:23:00 AM;2017-01-13;2:56:00 PM;2017-01-19;12:00:00 AM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.93363051;-79.02854702;35.93363051,-79.02854702
128652;CHPD;CHECK FRAUD;2833 BRIDLE BROOK WAY;CHARLOTTE;NC;28270;N;2016-06-02;12:06:00 PM;2016-06-02;12:06:00 PM;2016-06-02;12:06:00 PM;FRAUD OR DECEPT;GOVERNMENT/PUBLIC BUILDING;;22;A;M;35.92732711;-79.05385898;35.92732711,-79.05385898
114920;CHPD;CHECK FRAUD;1800 E FRANKLIN ST;CHAPEL HILL;NC;27514;;2015-08-11;6:04:00 PM;2015-07-01;1:22:00 PM;2015-08-11;5:04:00 PM;FRAUD OR DECEPT;OTHER RETAIL ESTABLISHMENT;;;;;35.93630991;-79.02699929;35.93630991,-79.02699929
163166;CHPD;COMPUTER FRAUD;280 SUMMERWALK CIR;CHAPEL HILL;NC;27517;N;2018-09-28;1:59:00 PM;2018-09-28;1:59:00 PM;2018-09-28;1:59:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;;37;W;M;35.89548945;-79.00892162;35.89548945,-79.00892162
115223;CHPD;COUNTERFEIT BILLS;1201 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;;2015-08-24;6:12:00 PM;2015-08-24;6:12:00 PM;2015-08-24;6:12:00 PM;FRAUD OR DECEPT;SERVICE/GAS STATION;;;;;35.94612107;-79.0582968;35.94612107,-79.0582968
117023;CHPD;COUNTERFEIT CHECK;143 E ROSEMARY ST;CHAPEL HILL;NC;27514;N;2015-09-22;4:44:00 PM;2015-09-22;4:44:00 PM;2015-09-22;4:44:00 PM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.91498132;-79.05468177;35.91498132,-79.05468177
153085;CHPD;COUNTERFEIT CURRENCY;201 S ESTES DR;CHAPEL HILL;NC;27514;N;2017-12-26;3:29:00 PM;2017-12-26;3:20:00 PM;2017-12-26;3:21:00 PM;FRAUD OR DECEPT;OTHER NON-RESIDENTIAL BUILDING;;;;;35.92779474;-79.02970779;35.92779474,-79.02970779
126769;CHPD;COUNTERFEIT CURRENCY;1748 FORDHAM BLVD;CHAPEL HILL;NC;27514;N;2016-04-22;9:30:00 PM;2016-04-22;8:18:00 PM;2016-04-22;8:38:00 PM;FRAUD OR DECEPT;RESTAURANT;;;;;35.94125022;-79.01935142;35.94125022,-79.01935142
171120;CHPD;COUNTERFEIT MONEY;828 US 15-501;CHAPEL HILL;NC;27517;;2019-05-24;11:32:00 AM;2019-05-24;10:00:00 AM;2019-05-24;11:32:00 AM;FRAUD OR DECEPT;;;;;;35.86118805;-79.08126302;35.86118805,-79.08126302
157428;CHPD;COUNTERFEIT MONEY;1775 DOBBINS DR;CHAPEL HILL;NC;27514;N;2018-04-30;8:50:00 AM;2018-04-30;8:50:00 AM;2018-04-30;8:50:00 AM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;;;35.94522173;-79.01290515;35.94522173,-79.01290515
145303;CHPD;COUNTERFEIT MONEY;108 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2017-06-09;10:33:00 AM;2017-06-07;8:08:00 PM;2017-06-09;10:33:00 AM;FRAUD OR DECEPT;PHARMACY;;;;;35.91324611;-79.05546212;35.91324611,-79.05546212
141281;CHPD;COUNTERFEIT MONEY;1129 WEAVER DAIRY RD;CHAPEL HILL;NC;27514;;2017-03-06;2:39:00 PM;2017-02-16;2:32:00 PM;2017-02-16;2:40:00 PM;FRAUD OR DECEPT;GROCERY/SUPERMARKET;;;;;35.96391355;-79.05492289;35.96391355,-79.05492289
133272;CHPD;COUNTERFEIT MONEY;81 S ELLIOTT RD;CHAPEL HILL;NC;27514;N;2016-09-14;11:41:00 AM;2016-09-14;8:00:00 AM;2016-09-14;10:00:00 AM;FRAUD OR DECEPT;PARKING LOT/AREA;;64;W;M;35.93417353;-79.02837169;35.93417353,-79.02837169
130221;CHPD;COUNTERFEIT MONEY;1700 LEGION RD/EPHESUS CHURCH RD;CHAPEL HILL;NC;27517;;2016-07-07;12:01:00 PM;2016-07-07;11:55:00 AM;2016-07-07;12:01:00 PM;FRAUD OR DECEPT;CONVENIENCE STORE;;;;;35.93504897;-79.02195349;35.93504897,-79.02195349
124139;CHPD;COUNTERFEIT MONEY;1305 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2016-03-01;12:14:00 PM;2016-02-28;10:30:00 AM;2016-02-29;12:30:00 PM;FRAUD OR DECEPT;RESTAURANT;;27;B;M;35.92748773;-79.03530447;35.92748773,-79.03530447
119942;CHPD;COUNTERFEITING;106 N ELLIOTT RD;CHAPEL HILL;NC;27514;;2015-12-01;9:41:00 AM;2015-12-01;8:00:00 AM;2015-12-01;8:00:00 AM;FRAUD OR DECEPT;ALL OTHER;;50;B;F;35.93551837;-79.03008648;35.93551837,-79.03008648
143765;CHPD;COUNTERFEITING  POSSESS/CONCEALING;409 W FRANKLIN ST;CHAPEL HILL;NC;27516;N;2017-05-03;5:04:00 PM;2017-05-03;4:55:00 PM;2017-05-03;5:04:00 PM;FRAUD OR DECEPT;RESTAURANT;;51;B;M;35.91114279;-79.06089166;35.91114279,-79.06089166
118969;CHPD;COUNTERFEITING  POSSESS/CONCEALING;1501 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2015-11-07;4:47:00 PM;2015-11-07;4:47:00 PM;2015-11-07;4:47:00 PM;FRAUD OR DECEPT;CONVENIENCE STORE;;;;;35.92947285;-79.0342477;35.92947285,-79.0342477
167603;CHPD;COUNTERFEITING-BUYING/RECEIVING;1408 E FRANKLIN ST;CHAPEL HILL;NC;27514;;2019-02-07;12:57:00 AM;2019-02-07;12:00:00 AM;2019-02-07;12:57:00 AM;FRAUD OR DECEPT;;;;;;35.92866205;-79.03403762;35.92866205,-79.03403762
156458;CHPD;COUNTERFEITING-BUYING/RECEIVING;115 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2018-04-04;3:13:00 PM;2018-04-04;3:13:00 PM;2018-04-04;3:13:00 PM;FRAUD OR DECEPT;RESTAURANT;;;;;35.91338991;-79.05526129;35.91338991,-79.05526129
153827;CHPD;COUNTERFEITING-BUYING/RECEIVING;100 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2018-01-20;10:58:00 AM;2018-01-20;12:00:00 AM;2018-01-20;10:45:00 AM;FRAUD OR DECEPT;RESTAURANT;;;;;35.91313732;-79.05572461;35.91313732,-79.05572461
135873;CHPD;COUNTERFEITING-BUYING/RECEIVING;1105 NC 54;CHAPEL HILL;NC;27514;N;2016-11-07;3:44:00 PM;2016-11-07;3:25:00 AM;2016-11-07;3:30:00 AM;FRAUD OR DECEPT;HIGHWAY/ROAD/STREET  ETC.;;25;A;M;35.89958948;-79.06842429;35.89958948,-79.06842429
120062;CHPD;COUNTERFEITING-BUYING/RECEIVING;100 SCARLETT DR;CHAPEL HILL;NC;27517;N;2015-12-03;3:53:00 PM;2015-12-03;3:53:00 PM;2015-12-03;3:53:00 PM;FRAUD OR DECEPT;RESTAURANT;;;;;35.9439449;-79.01227364;35.9439449,-79.01227364
115350;CHPD;COUNTERFEITING-BUYING/RECEIVING;1800 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2015-08-28;10:59:00 AM;2015-08-26;9:00:00 AM;2015-08-28;10:50:00 AM;FRAUD OR DECEPT;OTHER RETAIL ESTABLISHMENT;;;;;35.93630991;-79.02699929;35.93630991,-79.02699929
122036;CHPD;COUNTERFEITING-MONEY;306 W FRANKLIN ST;CHAPEL HILL;NC;27516;N;2016-01-19;3:22:00 AM;2016-01-19;3:22:00 AM;2016-01-19;3:22:00 AM;FRAUD OR DECEPT;RESTAURANT;;;;;35.9116057;-79.05986413;35.9116057,-79.05986413
139721;CHPD;COUNTERFEITING-RECEIVING;841 WILLOW DR;CHAPEL HILL;NC;27514;N;2017-02-02;2:48:00 PM;2017-02-02;11:34:00 AM;2017-02-02;11:45:00 AM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;37;W;M;35.92838203;-79.03035414;35.92838203,-79.03035414
159318;CHPD;COUNTERFEITING-UNDETERMINED;1800 DURHAM-CHAPEL HILL BLVD;CHAPEL HILL;NC;27514;N;2018-06-18;1:43:00 PM;2018-06-16;6:30:00 PM;2018-06-18;1:43:00 PM;FRAUD OR DECEPT;RESTAURANT;;;;;35.96823356;-79.05864946;35.96823356,-79.05864946
173316;CHPD;COUNTERFEITING-USING;325 W ROSEMARY ST;CHAPEL HILL;NC;27516;;2019-08-07;2:00:00 PM;2019-08-07;1:54:00 PM;2019-08-07;1:54:00 PM;FRAUD OR DECEPT;;;;;;35.91208726;-79.06052577;35.91208726,-79.06052577
172984;CHPD;COUNTERFEITING-USING;1802 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;;2019-07-26;3:17:00 PM;2019-07-25;7:46:00 PM;2019-07-26;3:17:00 PM;FRAUD OR DECEPT;;;;;;35.96778743;-79.05846151;35.96778743,-79.05846151
172166;CHPD;COUNTERFEITING-USING;106 S ELLIOTT RD;CHAPEL HILL;NC;27514;;2019-06-29;1:19:00 AM;2019-06-29;12:01:00 AM;2019-06-29;1:19:00 AM;FRAUD OR DECEPT;;;;;;35.93386771;-79.02828349;35.93386771,-79.02828349
167703;CHPD;COUNTERFEITING-USING;1860 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;;2019-02-09;9:23:00 AM;2019-02-09;9:23:00 AM;2019-02-09;9:23:00 AM;FRAUD OR DECEPT;;;;;;35.96659889;-79.05878662;35.96659889,-79.05878662
160908;CHPD;COUNTERFEITING-USING;143 E ROSEMARY ST;CHAPEL HILL;NC;27516;N;2018-07-30;3:38:00 PM;2018-07-29;1:00:00 AM;2018-07-30;3:38:00 PM;FRAUD OR DECEPT;RESTAURANT;;;;;35.91294435;-79.05638216;35.91294435,-79.05638216
160891;CHPD;COUNTERFEITING-USING;127 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2018-07-30;9:09:00 AM;2018-07-26;9:09:00 AM;2018-07-27;5:00:00 PM;FRAUD OR DECEPT;RESTAURANT;;;;;35.9135436;-79.05486121;35.9135436,-79.05486121
156304;CHPD;COUNTERFEITING-USING;1106 ENVIRON WAY;CHAPEL HILL;NC;27517;N;2018-03-30;7:50:00 PM;2018-03-30;6:24:00 PM;2018-03-30;7:50:00 PM;FRAUD OR DECEPT;PHARMACY;;;;;35.90667735;-79.02142025;35.90667735,-79.02142025
156303;CHPD;COUNTERFEITING-USING;110 W FRANKLIN ST;CHAPEL HILL;NC;27516;N;2018-03-30;7:40:00 PM;2018-03-30;7:30:00 PM;2018-03-30;7:40:00 PM;FRAUD OR DECEPT;RESTAURANT;;;;;35.91294435;-79.05638216;35.91294435,-79.05638216
175908;CHPD;CREDIT CARD FRAUD;204 FINLEY FOREST DR;CHAPEL HILL;NC;27517;;2019-10-25;4:47:00 PM;2019-10-24;1:00:00 PM;2019-10-25;3:00:00 PM;FRAUD OR DECEPT;;;27;W;F;35.89885608;-79.01054205;35.89885608,-79.01054205
174156;CHPD;CREDIT CARD FRAUD;1213 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;;2019-09-03;2:09:00 PM;2019-08-19;1:23:00 AM;2019-08-19;12:00:00 PM;FRAUD OR DECEPT;;;21;W;F;35.94767277;-79.05923978;35.94767277,-79.05923978
175180;CHPD;CREDIT CARD FRAUD;1718 FORDHAM BLVD;CHAPEL HILL;NC;27517;;2019-10-02;12:34:00 PM;2019-07-30;11:00:00 AM;2019-07-30;12:00:00 PM;FRAUD OR DECEPT;;;63;W;F;35.93644067;-79.0225943;35.93644067,-79.0225943
173064;CHPD;CREDIT CARD FRAUD;1800 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;;2019-07-29;10:17:00 AM;2019-07-28;5:54:00 PM;2019-07-28;5:56:00 PM;FRAUD OR DECEPT;;;54;W;M;35.96822647;-79.0586467;35.96822647,-79.0586467
169709;CHPD;CREDIT CARD FRAUD;828 MLK JR BLVD;CHAPEL HILL;NC;27514;;2019-04-11;3:24:00 PM;2019-04-08;12:03:00 PM;2019-04-08;12:10:00 PM;FRAUD OR DECEPT;;;48;A;F;35.92689392;-79.05292819;35.92689392,-79.05292819
171558;CHPD;CREDIT CARD FRAUD;701 COPPERLINE DR;CHAPEL HILL;NC;27516;;2019-06-07;2:38:00 PM;2019-03-04;3:00:00 PM;2019-06-07;2:38:00 PM;FRAUD OR DECEPT;;;33;W;M;35.88035164;-79.06718218;35.88035164,-79.06718218
167072;CHPD;CREDIT CARD FRAUD;146 SAINT ANDREWS LN;CHAPEL HILL;NC;27514;;2019-01-22;12:58:00 PM;2018-10-01;12:00:00 PM;2018-12-04;12:00:00 PM;FRAUD OR DECEPT;;;28;W;M;35.938557;-79.009839;35.938557,-79.009839
159661;CHPD;CREDIT CARD FRAUD;1710 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;N;2018-06-25;4:36:00 PM;2018-06-04;10:52:00 PM;2018-06-04;10:52:00 PM;FRAUD OR DECEPT;OTHER RETAIL ESTABLISHMENT;;20;A;M;35.9651919;-79.0586959;35.9651919,-79.0586959
154200;CHPD;CREDIT CARD FRAUD;807 HIGHGROVE DR;CHAPEL HILL;NC;27516;N;2018-01-31;8:09:00 AM;2018-01-27;9:30:00 PM;2018-01-27;9:35:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;48;U;M;35.88576405;-79.06964815;35.88576405,-79.06964815
153460;CHPD;CREDIT CARD FRAUD;201 S ESTES DR;CHAPEL HILL;NC;27514;;2018-01-09;2:41:00 PM;2017-12-27;12:00:00 PM;2018-01-07;12:00:00 PM;FRAUD OR DECEPT;OTHER NON-RESIDENTIAL BUILDING;;;;;35.92757702;-79.03012534;35.92757702,-79.03012534
151174;CHPD;CREDIT CARD FRAUD;201 S ESTES DR;CHAPEL HILL;NC;27514;N;2017-10-31;11:55:00 AM;2017-10-31;11:55:00 AM;2017-10-31;11:55:00 AM;FRAUD OR DECEPT;SERVICE/GAS STATION;;58;B;M;35.92757702;-79.03012534;35.92757702,-79.03012534
152158;CHPD;CREDIT CARD FRAUD;2436 SPRINGVIEW TRL;CHAPEL HILL;NC;27514;N;2017-11-28;5:03:00 PM;2017-10-29;5:03:00 PM;2017-11-27;3:00:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;65;W;F;35.95123512;-79.02464981;35.95123512,-79.02464981
174230;CHPD;CREDIT CARD FRAUD;107 TIMBER HOLLOW CT;CHAPEL HILL;NC;27514;;2019-09-05;4:13:00 PM;2017-03-27;12:01:00 AM;2019-09-02;8:00:00 PM;FRAUD OR DECEPT;;;26;W;F;35.94042835;-79.05517287;35.94042835,-79.05517287
137869;CHPD;CREDIT CARD FRAUD;1510 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2016-12-21;5:04:00 PM;2016-12-08;12:00:00 AM;2016-12-21;5:04:00 PM;FRAUD OR DECEPT;SERVICE/GAS STATION;;54;W;F;35.93083066;-79.03345957;35.93083066,-79.03345957
137302;CHPD;CREDIT CARD FRAUD;1702 FOUNTAIN RIDGE RD;CHAPEL HILL;NC;27517;N;2016-12-08;7:08:00 PM;2016-11-30;12:00:00 AM;2016-11-30;12:00:00 AM;FRAUD OR DECEPT;UNKNOWN;;31;W;F;35.93675956;-79.01030654;35.93675956,-79.01030654
157652;CHPD;CREDIT CARD/ATM FRAUD;115 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;N;2018-05-05;2:19:00 AM;2018-05-02;2:19:00 AM;2018-05-04;2:19:00 AM;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;;45;W;F;35.94423956;-79.05770508;35.94423956,-79.05770508
157729;CHPD;CREDIT CARD/ATM FRAUD;310 PITTSBORO ST;CHAPEL HILL;NC;27516;N;2018-05-07;3:12:00 PM;2018-04-30;3:10:00 PM;2018-05-01;3:12:00 PM;FRAUD OR DECEPT;FINANCIAL INSTITUTION;;;W;F;35.90769114;-79.0547171;35.90769114,-79.0547171
157049;CHPD;CREDIT CARD/ATM FRAUD;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;;2018-04-20;3:04:00 PM;2018-04-20;3:04:00 PM;2018-04-20;3:04:00 PM;FRAUD OR DECEPT;GOVERNMENT/PUBLIC BUILDING;;73;W;M;35.92689392;-79.05292819;35.92689392,-79.05292819
156878;CHPD;CREDIT CARD/ATM FRAUD;1718 FORDHAM BLVD;CHAPEL HILL;NC;27517;;2018-04-16;12:00:00 PM;2018-04-16;4:56:00 AM;2018-04-16;12:00:00 PM;FRAUD OR DECEPT;PHARMACY;;24;B;F;35.93644067;-79.0225943;35.93644067,-79.0225943
159763;CHPD;CREDIT CARD/ATM FRAUD;2119 MARKHAM DR;CHAPEL HILL;NC;27514;;2018-06-28;3:40:00 PM;2018-04-11;9:00:00 AM;2018-06-06;9:00:00 AM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;72;W;M;35.94587404;-79.02904637;35.94587404,-79.02904637
154728;CHPD;CREDIT CARD/ATM FRAUD;201 S ELLIOTT RD;CHAPEL HILL;NC;27514;;2018-02-14;4:46:00 PM;2018-01-22;2:00:00 PM;2018-02-14;1:00:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;27;W;M;35.93244654;-79.02787285;35.93244654,-79.02787285
152608;CHPD;CREDIT CARD/ATM FRAUD;405 RANSOM ST;CHAPEL HILL;NC;27516;N;2017-12-11;4:55:00 PM;2017-12-04;9:00:00 AM;2017-12-11;3:00:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;46;W;F;35.90551523;-79.05694763;35.90551523,-79.05694763
150326;CHPD;CREDIT CARD/ATM FRAUD;1800 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;N;2017-10-10;10:05:00 AM;2017-10-09;7:00:00 AM;2017-10-09;7:28:00 PM;FRAUD OR DECEPT;GROCERY/SUPERMARKET;;49;B;F;35.96615208;-79.05907458;35.96615208,-79.05907458
149766;CHPD;CREDIT CARD/ATM FRAUD;153 E FRANKLIN ST;CHAPEL HILL;NC;27514;N;2017-09-27;1:58:00 PM;2017-09-01;1:58:00 PM;2017-09-01;1:58:00 PM;FRAUD OR DECEPT;PHARMACY;;46;W;M;35.91389892;-79.05393783;35.91389892,-79.05393783
147947;CHPD;CREDIT CARD/ATM FRAUD;2525 BOOKER CREEK RD;CHAPEL HILL;NC;27514;N;2017-08-15;1:40:00 PM;2017-08-15;1:40:00 PM;2017-08-15;1:40:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;;39;B;F;35.94758838;-79.02594644;35.94758838,-79.02594644
148624;CHPD;CREDIT CARD/ATM FRAUD;103 CULBRETH RD;CHAPEL HILL;NC;27516;;2017-08-30;3:52:00 PM;2017-08-04;9:00:00 AM;2017-08-07;12:00:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;;77;B;M;35.89375098;-79.07630451;35.89375098,-79.07630451
146675;CHPD;CREDIT CARD/ATM FRAUD;725 CEDAR CLUB CIR;CHAPEL HILL;NC;27517;;2017-07-14;12:47:00 PM;2017-07-13;9:00:00 AM;2017-07-13;9:00:00 AM;FRAUD OR DECEPT;HOME OF VICTIM - OTHER DWELLING;;81;W;F;35.90684827;-79.00814412;35.90684827,-79.00814412
142471;CHPD;CREDIT CARD/ATM FRAUD;1670 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;;2017-04-03;1:19:00 PM;2017-04-01;4:01:00 PM;2017-04-03;1:19:00 PM;FRAUD OR DECEPT;CONVENIENCE STORE;;43;W;M;35.96177922;-79.05750812;35.96177922,-79.05750812
146480;CHPD;CREDIT CARD/ATM FRAUD;705 PALAFOX DR;CHAPEL HILL;NC;27516;;2017-07-10;3:27:00 PM;2017-03-09;9:00:00 AM;2017-07-10;3:27:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;31;B;M;35.95981726;-79.06661309;35.95981726,-79.06661309
141753;CHPD;CREDIT CARD/ATM FRAUD;509 MORGAN CREEK RD;CHAPEL HILL;NC;27517;;2017-03-16;3:30:00 PM;2017-03-01;12:00:00 PM;2017-03-16;3:00:00 PM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;63;W;M;35.89139967;-79.04939289;35.89139967,-79.04939289
137855;CHPD;CREDIT CARD/ATM FRAUD;1801 FORDHAM BLVD;CHAPEL HILL;NC;27514;;2016-12-21;3:02:00 PM;2016-12-19;12:00:00 PM;2016-12-21;3:00:00 PM;FRAUD OR DECEPT;OTHER RETAIL ESTABLISHMENT;;;;;35.9448229;-79.0126758;35.9448229,-79.0126758
137547;CHPD;CREDIT CARD/ATM FRAUD;509 MORGAN CREEK RD;CHAPEL HILL;NC;27517;N;2016-12-15;9:42:00 AM;2016-12-12;12:00:00 AM;2016-12-12;12:00:00 AM;FRAUD OR DECEPT;HOME OF VICTIM - SINGLE FAMILY;;63;W;M;35.89139967;-79.04939289;35.89139967,-79.04939289
136675;CHPD;CREDIT CARD/ATM FRAUD;1720 FORDHAM BLVD;CHAPEL HILL;NC;;N;2016-11-23;3:04:00 PM;2016-11-23;2:28:00 PM;2016-11-23;3:04:00 PM;FRAUD OR DECEPT;GROCERY/SUPERMARKET;;40;W;M;35.93673734;-79.02329334;35.93673734,-79.02329334
131961;CHPD;CREDIT CARD/ATM FRAUD;416 GRANVILLE RD;CHAPEL HILL;NC;27514;N;2016-08-15;6:11:00 PM;2016-08-09;12:00:00 AM;2016-08-09;12:00:00 AM;FRAUD OR DECEPT;UNKNOWN;;38;W;F;35.93286891;-79.0437063;35.93286891,-79.0437063
174588;CHPD;FRAUD;102 TIMBER HOLLOW CT;CHAPEL HILL;NC;27514;;2019-09-16;2:04:00 PM;2019-09-12;12:00:00 PM;2019-09-16;10:20:00 AM;FRAUD OR DECEPT;;;22;W;M;35.93989195;-79.05568827;35.93989195,-79.05568827
174031;CHPD;FRAUD;316 FORBUSH MOUNTAIN DR;CHAPEL HILL;NC;27514;;2019-08-30;11:22:00 AM;2019-08-30;8:30:00 AM;2019-08-30;8:31:00 AM;FRAUD OR DECEPT;;;36;W;M;35.94987497;-79.04803143;35.94987497,-79.04803143
173998;CHPD;FRAUD;1289 FORDHAM BLVD;CHAPEL HILL;NC;27517;;2019-08-29;3:03:00 PM;2019-08-21;12:00:00 PM;2019-08-29;3:03:00 PM;FRAUD OR DECEPT;;;59;W;F;35.93408141;-79.02308453;35.93408141,-79.02308453
173451;CHPD;FRAUD;208 IRONWOODS DR;CHAPEL HILL;NC;27516;;2019-08-12;11:18:00 AM;2019-08-09;9:40:00 PM;2019-08-11;8:00:00 PM;FRAUD OR DECEPT;;;52;W;F;35.92756523;-79.07265084;35.92756523,-79.07265084
175455;CHPD;FRAUD;1716 LEGION RD;CHAPEL HILL;NC;27517;;2019-10-11;4:52:00 PM;2019-08-04;9:10:00 AM;2019-10-04;3:00:00 PM;FRAUD OR DECEPT;;;36;W;F;35.93928929;-79.01606357;35.93928929,-79.01606357
172742;CHPD;FRAUD;220 KIRKWOOD DR;CHAPEL HILL;NC;27514;;2019-07-18;1:52:00 PM;2019-07-18;11:30:00 AM;2019-07-18;1:52:00 PM;FRAUD OR DECEPT;;;47;W;F;35.9483819;-79.02245441;35.9483819,-79.02245441
168135;CHPD;FRAUD;211 CEDAR CLUB CIR;CHAPEL HILL;NC;27517;;2019-02-22;2:37:00 PM;2019-02-20;2:37:00 PM;2019-02-22;2:37:00 PM;FRAUD OR DECEPT;;;79;W;M;35.90733061;-79.00638893;35.90733061,-79.00638893
